Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2022,Mobile Legends: Bang Bang,101448000,7445100,4087,63,13177,193,14,13.63,Portuguese
2022,Summoners War: Sky Arena,101302740,1389720,6591,13,863,192,2,72.89,Portuguese
2022,Ni no Kuni: Cross Worlds,99635160,3130380,7246,158,2940,189,5,31.83,Portuguese
2022,Among Us,98493480,2000280,49802,36,14923,187,3,49.24,Portuguese
2022,Magic: The Gathering,95399340,1729620,5919,39,1646,181,3,55.16,Portuguese
2022,Dying Light 2: Stay Human,95251920,1629240,54442,222,3290,181,3,58.46,Portuguese
2022,Overwatch,94730040,7206360,29370,149,10231,180,13,13.15,Portuguese
2022,War by Grow Games,91223760,197040,31485,9,453,173,0,462.97,Portuguese
2022,Epic Seven,90388380,1684860,1700,19,720,171,3,53.65,Portuguese
2022,MultiVersus,87951600,4416300,28373,329,19216,167,8,19.92,Portuguese
2022,iRacing,84897780,2937480,7381,95,1171,161,5,28.9,Portuguese
2022,ROBLOX,84049860,16384260,22629,125,57770,159,31,5.13,Portuguese
2022,Dying Light,83801580,1800900,38177,67,6559,159,3,46.53,Portuguese
2022,Street Fighter V,81117180,2519040,6383,28,2439,154,4,32.2,Portuguese
2022,SMITE,76101900,3750720,12434,34,3862,144,7,20.29,Portuguese
2022,Call of Duty: Modern Warfare,74572500,33271860,18259,318,41713,141,63,2.24,Portuguese
2022,Cities: Skylines,73502880,924120,84382,29,2950,139,1,79.54,Portuguese
2022,Cult of the Lamb,71667720,1687200,24434,134,3699,136,3,42.48,Portuguese
2022,V Rising,71330400,1829040,32737,130,3073,135,3,39,Portuguese
2022,The Isle,68967180,1266600,18835,16,816,131,2,54.45,Portuguese
2022,Phasmophobia,67917000,5869860,43117,130,16030,129,11,11.57,Portuguese
2022,Don't Starve Together,67501200,2184000,16261,30,3996,128,4,30.91,Portuguese
2022,Saint Seiya: Awakening,64150440,891420,4614,17,624,122,1,71.96,Portuguese
2022,Stray,63494100,2393640,43990,767,11113,120,4,26.53,Portuguese
2022,F1 2021,62254320,2432460,11543,53,4435,118,4,25.59,Portuguese
2022,Perfect World,61828140,3225300,1591,33,1254,117,6,19.17,Portuguese
2022,Destiny 2,61452060,7758060,7071,295,7947,116,14,7.92,Portuguese
2022,Ranch Simulator,61278060,210360,49623,13,443,116,0,291.3,Portuguese
2022,Chess,60905400,849480,4824,17,1547,115,1,71.7,Portuguese
2022,Ragnarok Online,60576540,3426720,6079,51,1899,115,6,17.68,Portuguese
2022,Golf With Your Friends,60371100,216960,59688,15,1621,114,0,278.26,Portuguese
2022,Horizon Forbidden West,59962680,2964420,23214,241,4458,114,5,20.23,Portuguese
2022,Pokémon Legends: Arceus,58868460,2066820,32428,284,2986,112,3,28.48,Portuguese
2022,Stumble Guys,58041000,7991160,17079,92,42180,110,15,7.26,Portuguese
2022,Gartic Phone,57581700,1937100,35967,32,8964,109,3,29.73,Portuguese
